Attractive,Oval_Face,Pale_Skin,Young,Big_Nose,5_o_Clock_Shadow,Bags_Under_Eyes,Narrow_Eyes,Arched_Eyebrows,Big_Lips,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,High_Cheekbones,Rosy_Cheeks,onehot,count
1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1001111000100010,114
0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0101101000000010,113
1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1011000001010000,112
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1000000010010011,112
1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1001000101010000,112
1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1101000001000010,110
1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1011000011010000,109
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1001101000000000,109
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1001000100001010,109
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0101000100000000,109
0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0000101001100010,108
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1001000100010000,107
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1001000100000010,107
1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1001101000001010,107
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0101101001000010,106
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1000000010000010,106
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0000000100000010,106
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0000001000001010,105
1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1001001011000010,105
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0000010000100000,105
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0000101001000100,104
0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0001100011000010,104
1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1001001011001010,104
0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0101001000001010,104
1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1101000001010000,104
1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1101000100001010,104
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0000100000001010,103
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0001000101001000,103
0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0001101001100000,103
1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1011000010001000,103
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1101100000100000,103
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0100100000000100,102
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1001010000000010,102
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1001000111001000,101
